Elmntkey,Study_Area,Area_ID,Day_of_Week,Time,Parking_Spaces,Total_Vehicle_Count
24558,12th Ave,1,3,1,13,10
24557,12th Ave,1,4,1,22,20
1814,12th Ave,1,5,0.33,15,11
1578,12th Ave,1,4,0.5,14,12
24557,12th Ave,1,3,0.42,11,10
24557,12th Ave,1,3,1.17,11,10
24557,12th Ave,1,3,0.17,11,10
24557,12th Ave,1,3,1.08,11,10
24557,12th Ave,1,3,0.58,11,10
2066,15th Avenue,2,4,0.75,13,12
2066,15th Avenue,2,4,0.42,13,10
2066,15th Avenue,2,4,0.67,13,12
2066,15th Avenue,2,4,0.33,13,11
2066,15th Avenue,2,4,0.08,13,1
2066,15th Avenue,2,4,0.83,13,11
2066,15th Avenue,2,4,0.5,13,10
13045,Ballard,3,4,0.08,27,16
64318,Ballard,3,5,0.33,18,14
56653,Ballard,3,4,0.33,35,26
86369,Ballard,3,4,0,16,12
35486,Ballard,3,4,0.75,42,40
41726,Ballard,3,4,0.33,61,31
86449,Ballard,3,4,0.17,43,23
3337,Ballard,3,5,0.08,16,10
13046,Ballard,3,4,0.08,18,17
31854,Ballard,3,5,1.08,28,26
3338,Ballard,3,4,0,31,2
35486,Ballard,3,4,0.58,42,40
64322,Ballard,3,4,0.5,18,12
41721,Ballard,3,4,0.17,12,10
48214,Ballard,3,5,0.42,14,12
56653,Ballard,3,5,0.42,22,16
87258,Ballard,3,5,0.33,12,11
13045,Ballard,3,5,0.17,18,17
35681,Ballard,3,4,0.67,27,17
3341,Ballard,3,4,0,15,11
35681,Ballard,3,5,0.33,29,25
71002,Ballard,3,4,0.33,48,36
18621,Ballard,3,4,0.5,29,21
35681,Ballard,3,4,0.5,27,26
86449,Ballard,3,5,1.08,27,19
47622,Ballard,3,4,0.58,18,12
87258,Ballard,3,4,0.75,18,11
13045,Ballard,3,4,1,27,22
41030,Ballard,3,4,0.08,56,15
80658,Ballard,3,5,0.08,30,18
3337,Ballard,3,5,0.33,16,12
71002,Ballard,3,4,0.75,48,36
3338,Ballard,3,4,0.17,31,19
71574,Ballard,3,4,0.58,24,2
80658,Ballard,3,4,0.25,45,28
35681,Ballard,3,5,0.92,29,25
41030,Ballard,3,5,0.75,18,10
87257,Ballard,3,5,0.5,16,15
56653,Ballard,3,4,1,35,29
31849,Ballard,3,4,0.17,46,12
31849,Ballard,3,4,1.17,23,16
18622,Ballard,3,4,0.08,51,25
56654,Ballard,3,5,1.08,28,25
9142,Ballard,3,5,0.92,26,19
31853,Ballard,3,5,0.75,81,68
9142,Ballard,3,5,0.67,26,20
18622,Ballard,3,5,0.42,34,26
41030,Ballard,3,4,0.67,56,24
71290,Ballard,3,4,0.33,17,11
9141,Ballard,3,4,0.08,47,36
48770,Ballard,3,5,1.08,12,11
12690,Ballard,3,4,0.67,22,20
87257,Ballard,3,4,0.67,24,15
35682,Ballard,3,4,1,57,53
19482,Ballard,3,4,0.58,30,12
35682,Ballard,3,5,0.92,38,35
18622,Ballard,3,5,0.75,34,23
86450,Ballard,3,5,0.42,32,25
48770,Ballard,3,5,0.33,12,11
18618,Ballard,3,5,0.33,27,17
35682,Ballard,3,5,0.17,38,31
31849,Ballard,3,4,0.5,46,32
87282,Ballard,3,4,0.67,18,15
9141,Ballard,3,4,1.08,47,33
41030,Ballard,3,5,1,18,17
3338,Ballard,3,5,0.33,20,13
26497,Ballard,3,4,0.75,14,12
87262,Ballard,3,4,0.42,40,22
41726,Ballard,3,4,0.08,61,23
9141,Ballard,3,5,0.17,30,28
3338,Ballard,3,5,0.17,20,12
12690,Ballard,3,4,1,22,18
33949,Ballard,3,4,0.17,32,30
70997,Ballard,3,5,0.25,13,12
87257,Ballard,3,5,0.58,16,14
31853,Ballard,3,5,0.33,81,64
48450,Ballard,3,4,0.17,24,11
79313,Ballard,3,4,0.67,34,30
12690,Ballard,3,4,0.17,22,18
70997,Ballard,3,5,0.33,13,11
71002,Ballard,3,5,0.42,18,16
87254,Ballard,3,4,0.58,12,1
3342,Ballard,3,4,0.42,15,12
56653,Ballard,3,5,0.5,22,12
79314,Ballard,3,4,0.58,36,30
19485,Ballard,3,4,0.42,30,19
9142,Ballard,3,5,1,26,18
31854,Ballard,3,5,0.25,28,10
33949,Ballard,3,4,0.75,32,30
35682,Ballard,3,4,0.25,57,55
19485,Ballard,3,5,0.92,20,10
18621,Ballard,3,5,0.83,20,17
56654,Ballard,3,5,0.5,28,13
87258,Ballard,3,5,0.5,12,11
19482,Ballard,3,5,0.33,20,13
47621,Ballard,3,4,0.17,16,14
9142,Ballard,3,4,0.42,39,33
64321,Ballard,3,5,0.5,12,11
71002,Ballard,3,4,0.83,48,44
41029,Ballard,3,4,0.83,24,20
79313,Ballard,3,4,0.5,34,32
35682,Ballard,3,4,0.75,57,36
18621,Ballard,3,5,0.17,20,17
3338,Ballard,3,5,0.42,20,13
31850,Ballard,3,5,0.25,19,17
79314,Ballard,3,4,0.42,36,26
86369,Ballard,3,4,0.42,16,14
76961,Ballard,3,4,0.33,26,23
47621,Ballard,3,4,1,16,14
70997,Ballard,3,5,0.42,13,11
35682,Ballard,3,4,1.17,19,17
9141,Ballard,3,4,0.58,47,42
35682,Ballard,3,4,0.5,57,54
19482,Ballard,3,4,0,30,3
31853,Ballard,3,5,0.83,81,79
56654,Ballard,3,4,0.33,30,24
70397,Ballard,3,4,0.5,12,10
87286,Ballard,3,4,0.33,24,13
80657,Ballard,3,4,0.25,18,13
13046,Ballard,3,4,0,18,16
48449,Ballard,3,4,0.5,20,15
18621,Ballard,3,5,0.08,20,13
19485,Ballard,3,5,0,20,12
33950,Ballard,3,4,0.5,20,14
35486,Ballard,3,4,0,42,36
13046,Ballard,3,4,0.58,18,16
48770,Ballard,3,4,0.58,18,17
63630,Ballard,3,5,0.92,19,12
3338,Ballard,3,5,0.58,20,14
87285,Ballard,3,5,0.25,12,11
70397,Ballard,3,4,0.67,12,10
86369,Ballard,3,4,1.08,16,12
31854,Ballard,3,4,1.25,14,12
19485,Ballard,3,4,0.83,30,23
9142,Ballard,3,4,0.67,39,23
64318,Ballard,3,5,0.25,18,16
56653,Ballard,3,4,0.83,35,29
3082,Ballard,3,4,0.25,12,10
41726,Ballard,3,4,0.25,61,34
87254,Ballard,3,4,0,12,0
26501,Ballard,3,4,0.83,14,10
64318,Ballard,3,4,0.5,27,13
9142,Ballard,3,4,0.25,39,33
31854,Ballard,3,5,0.83,28,25
41726,Ballard,3,5,0.42,40,24
56653,Ballard,3,4,0.67,35,21
70397,Ballard,3,4,1.08,12,10
35354,Ballard,3,4,0.92,18,16
87262,Ballard,3,4,0.08,40,16
41030,Ballard,3,4,1.25,18,11
87254,Ballard,3,4,0.67,12,1
13045,Ballard,3,5,1.08,18,14
80657,Ballard,3,5,1.08,18,12
64318,Ballard,3,5,0.08,18,13
3337,Ballard,3,5,0.5,16,12
19494,Ballard,3,4,0.08,18,12
86369,Ballard,3,4,0.25,16,12
48449,Ballard,3,4,0.58,20,11
9142,Ballard,3,4,0.17,39,34
63622,Ballard,3,5,0.92,11,10
18622,Ballard,3,5,0.08,34,24
87261,Ballard,3,4,0.17,34,10
31849,Ballard,3,4,0.33,46,32
64321,Ballard,3,5,0.33,12,10
71002,Ballard,3,4,0.92,48,42
31850,Ballard,3,5,0.33,19,15
86369,Ballard,3,4,0.5,16,14
87257,Ballard,3,4,0.08,24,14
71002,Ballard,3,5,1.17,18,12
35681,Ballard,3,5,0.75,29,19
48449,Ballard,3,5,0.5,15,10
76961,Ballard,3,5,0.33,24,19
71002,Ballard,3,4,0.42,48,34
41029,Ballard,3,4,0.42,24,20
70997,Ballard,3,4,0.33,26,20
13045,Ballard,3,5,1,18,16
31853,Ballard,3,5,0.5,81,59
86449,Ballard,3,5,0,27,17
86369,Ballard,3,4,0.83,16,12
26501,Ballard,3,4,0.08,14,12
87262,Ballard,3,4,0.17,40,24
70997,Ballard,3,5,0,13,10
86450,Ballard,3,5,0,32,15
56654,Ballard,3,4,0.17,30,24
76961,Ballard,3,4,0.25,26,16
13045,Ballard,3,4,1.08,27,16
9141,Ballard,3,4,0,47,25
86450,Ballard,3,5,1.17,17,12
3337,Ballard,3,4,0.33,24,16
9114,Ballard,3,4,0,12,1
9142,Ballard,3,5,0.25,26,22
48450,Ballard,3,5,0.75,18,12
3337,Ballard,3,4,0.58,24,17
18622,Ballard,3,4,0.58,51,34
41030,Ballard,3,4,0.5,56,31
31854,Ballard,3,4,0.5,28,19
35681,Ballard,3,5,0.83,29,25
18618,Ballard,3,5,0.42,27,18
87257,Ballard,3,5,0,16,12
33950,Ballard,3,4,0,20,16
19482,Ballard,3,4,0.92,30,19
18622,Ballard,3,4,0.17,51,30
9142,Ballard,3,5,0.75,26,18
71574,Ballard,3,5,0.33,16,10
87282,Ballard,3,5,0.33,12,10
26502,Ballard,3,4,0.5,12,10
79313,Ballard,3,4,0.58,34,28
87282,Ballard,3,4,0.33,18,16
35681,Ballard,3,5,1,29,26
41726,Ballard,3,5,0.67,40,17
18622,Ballard,3,5,0.33,34,31
19494,Ballard,3,4,1.08,18,10
64317,Ballard,3,4,0.42,24,12
64321,Ballard,3,4,0.25,18,12
26497,Ballard,3,4,1.08,14,12
12690,Ballard,3,4,0.33,22,20
80657,Ballard,3,5,0.25,18,16
18618,Ballard,3,5,0.25,27,14
19482,Ballard,3,4,0.5,30,13
71290,Ballard,3,5,0.67,11,10
18621,Ballard,3,5,0.58,20,11
18622,Ballard,3,5,0.58,34,23
56653,Ballard,3,4,0.08,35,11
79314,Ballard,3,4,0,36,24
87262,Ballard,3,4,0.25,40,22
9106,Ballard,3,4,0.25,22,18
87282,Ballard,3,4,0.42,18,11
9142,Ballard,3,4,0.83,39,18
3082,Ballard,3,4,0.17,12,1
41726,Ballard,3,4,0,61,13
63630,Ballard,3,5,0,19,10
48450,Ballard,3,4,0.58,24,14
3337,Ballard,3,4,0.25,24,13
9141,Ballard,3,5,0.58,30,18
56654,Ballard,3,5,0.33,28,24
47622,Ballard,3,4,0.67,18,16
9105,Ballard,3,4,1,26,24
18622,Ballard,3,5,0.25,34,26
19485,Ballard,3,5,0.08,20,13
19494,Ballard,3,4,0.5,18,10
48770,Ballard,3,4,0.33,18,17
64321,Ballard,3,4,0.33,18,17
56654,Ballard,3,5,0.42,28,22
31849,Ballard,3,4,0.42,46,44
47621,Ballard,3,4,0.75,16,14
76961,Ballard,3,4,0.67,26,14
64318,Ballard,3,4,1,27,10
64318,Ballard,3,4,0.92,27,13
13046,Ballard,3,4,0.75,18,15
18618,Ballard,3,5,0.58,27,10
41030,Ballard,3,5,0.5,18,15
3338,Ballard,3,4,0.58,31,23
41029,Ballard,3,4,0.25,24,22
31853,Ballard,3,4,0.92,117,111
48213,Ballard,3,4,0.67,15,13
71574,Ballard,3,4,0.33,24,10
18618,Ballard,3,5,1.08,27,12
56654,Ballard,3,5,1,28,24
86449,Ballard,3,5,0.75,27,22
31849,Ballard,3,4,1.08,69,65
33949,Ballard,3,4,0.5,32,28
41726,Ballard,3,4,0.83,61,37
9141,Ballard,3,4,0.75,47,22
9141,Ballard,3,5,0.67,30,17
9105,Ballard,3,4,0.83,26,16
35486,Ballard,3,4,1,42,40
9142,Ballard,3,4,0.5,39,38
3337,Ballard,3,4,0.5,24,21
31854,Ballard,3,4,0.67,28,13
13046,Ballard,3,4,0.25,18,16
3342,Ballard,3,4,0.08,15,11
64318,Ballard,3,4,0,27,2
80658,Ballard,3,5,0.67,30,28
3337,Ballard,3,5,0.83,16,15
48449,Ballard,3,5,0.67,15,11
87261,Ballard,3,4,1.08,34,2
19494,Ballard,3,4,0.83,18,12
9142,Ballard,3,4,0.92,39,37
41726,Ballard,3,4,0.58,61,25
3341,Ballard,3,4,0.33,15,11
87258,Ballard,3,5,1.08,12,10
86450,Ballard,3,5,0.67,32,31
18618,Ballard,3,5,0.17,27,17
79314,Ballard,3,4,0.08,36,32
19494,Ballard,3,4,0.25,18,14
35354,Ballard,3,4,0,18,16
19482,Ballard,3,4,0.17,30,14
9141,Ballard,3,5,0.83,30,12
87285,Ballard,3,5,0.67,12,10
31850,Ballard,3,5,0.58,19,17
87262,Ballard,3,4,0.67,40,16
31853,Ballard,3,4,0.42,117,102
80657,Ballard,3,5,0.75,18,17
86450,Ballard,3,5,0.5,32,26
18622,Ballard,3,5,0.5,34,23
18621,Ballard,3,5,0.33,20,18
19494,Ballard,3,4,1,18,14
35354,Ballard,3,4,0.33,18,16
9106,Ballard,3,4,0.67,22,18
31853,Ballard,3,5,0.58,81,48
9142,Ballard,3,5,0.5,26,22
31854,Ballard,3,5,0,28,2
71002,Ballard,3,5,0.58,18,15
18621,Ballard,3,4,0.67,29,19
41726,Ballard,3,5,1.17,19,13
19482,Ballard,3,5,0.75,20,11
18621,Ballard,3,5,0.5,20,12
3338,Ballard,3,4,0.92,31,28
64322,Ballard,3,4,0,18,0
87285,Ballard,3,4,0.5,18,14
31854,Ballard,3,4,0.33,28,23
13045,Ballard,3,4,0.33,27,17
9142,Ballard,3,4,0.33,39,29
9141,Ballard,3,5,0.33,30,26
26501,Ballard,3,4,0.58,14,12
76961,Ballard,3,4,0.42,26,25
19482,Ballard,3,4,1.08,30,17
41030,Ballard,3,4,0.83,56,53
48213,Ballard,3,4,0.33,15,13
13045,Ballard,3,4,0.25,27,25
87257,Ballard,3,5,0.08,16,12
47622,Ballard,3,4,0.83,18,12
33949,Ballard,3,4,0.58,32,28
35682,Ballard,3,4,1.25,19,16
86449,Ballard,3,5,0.08,27,21
33950,Ballard,3,4,1.08,20,18
87262,Ballard,3,4,0.58,40,20
31853,Ballard,3,4,1.25,39,26
71290,Ballard,3,4,0.67,17,12
3341,Ballard,3,4,0.58,15,14
18621,Ballard,3,4,0.33,29,23
71574,Ballard,3,5,0.75,16,10
76961,Ballard,3,5,0.67,24,21
31849,Ballard,3,4,0.75,69,60
79314,Ballard,3,4,0.67,36,28
33949,Ballard,3,4,1.08,32,22
80657,Ballard,3,5,0.83,18,16
31853,Ballard,3,5,0.17,81,33
56653,Ballard,3,4,1.08,35,26
9114,Ballard,3,4,0.58,12,10
79313,Ballard,3,4,0,34,32
64322,Ballard,3,4,0.92,18,16
48770,Ballard,3,5,0.92,12,11
41726,Ballard,3,5,0.75,40,17
87281,Ballard,3,4,0.17,24,22
47622,Ballard,3,4,0.5,18,16
9105,Ballard,3,4,0,26,22
76961,Ballard,3,4,0.5,26,24
87285,Ballard,3,4,0.75,18,15
35682,Ballard,3,4,1.08,57,49
9141,Ballard,3,4,0.83,47,33
35682,Ballard,3,5,0.33,38,27
80658,Ballard,3,4,0.42,45,41
9114,Ballard,3,4,0.17,12,11
19494,Ballard,3,4,0.42,18,16
71002,Ballard,3,5,0.25,18,15
48213,Ballard,3,4,0.58,15,11
18622,Ballard,3,4,0,51,13
63630,Ballard,3,5,1.25,19,0
41726,Ballard,3,5,0.25,40,17
47622,Ballard,3,4,1.08,18,16
79313,Ballard,3,4,1.08,34,28
87258,Ballard,3,4,0.25,18,11
18622,Ballard,3,4,1,51,47
26501,Ballard,3,4,0.67,14,10
26501,Ballard,3,4,0.17,14,12
9142,Ballard,3,4,0.58,39,31
63622,Ballard,3,5,1.25,11,10
35682,Ballard,3,5,1.08,38,25
56654,Ballard,3,4,0.75,30,28
18621,Ballard,3,4,0.17,29,16
35682,Ballard,3,4,0.17,57,46
31853,Ballard,3,5,0,81,27
71002,Ballard,3,4,1,48,42
87285,Ballard,3,4,1,18,17
31853,Ballard,3,4,1,117,115
35681,Ballard,3,4,0.75,27,23
3338,Ballard,3,5,0.83,20,18
9105,Ballard,3,4,0.92,26,24
12690,Ballard,3,4,0.58,22,20
86450,Ballard,3,5,0.75,32,31
87261,Ballard,3,4,0.25,34,10
31849,Ballard,3,4,1.25,23,13
31854,Ballard,3,4,0.75,42,27
41030,Ballard,3,4,0.75,56,49
87254,Ballard,3,4,0.33,12,0
9141,Ballard,3,4,0.33,47,37
64321,Ballard,3,4,0.08,18,11
87281,Ballard,3,5,0.83,16,15
3337,Ballard,3,4,0.42,24,15
87262,Ballard,3,4,1.08,40,4
87262,Ballard,3,4,0.92,40,10
31850,Ballard,3,4,0.58,19,18
19494,Ballard,3,4,0.58,18,14
71290,Ballard,3,4,1.08,17,13
3342,Ballard,3,4,0.92,15,13
48770,Ballard,3,4,0.17,18,10
13045,Ballard,3,5,0.25,18,11
70397,Ballard,3,4,0.83,12,10
33950,Ballard,3,4,0.08,20,16
63630,Ballard,3,5,0.33,19,14
9141,Ballard,3,5,0.25,30,28
48449,Ballard,3,5,0.33,15,12
19422,Ballard,3,4,1,14,12
35354,Ballard,3,4,0.67,18,16
80657,Ballard,3,5,0.67,18,11
48770,Ballard,3,4,0.83,18,17
41721,Ballard,3,4,0.33,12,11
18621,Ballard,3,4,0.75,29,24
48770,Ballard,3,4,0.67,18,16
87281,Ballard,3,5,0.08,16,12
3338,Ballard,3,4,0.75,31,27
79313,Ballard,3,4,0.75,34,26
87281,Ballard,3,4,0.58,24,18
13045,Ballard,3,4,0.58,27,25
19485,Ballard,3,5,0.67,20,14
79314,Ballard,3,4,0.83,36,34
87281,Ballard,3,4,0.5,24,19
64321,Ballard,3,4,0.5,18,10
19485,Ballard,3,4,0.17,30,23
80658,Ballard,3,5,0.92,30,28
9142,Ballard,3,5,0.83,26,16
35682,Ballard,3,5,0.83,38,28
71002,Ballard,3,4,0.67,48,34
70997,Ballard,3,5,0.17,13,12
13045,Ballard,3,4,0.67,27,18
48214,Ballard,3,5,1.08,14,13
56653,Ballard,3,5,0.83,22,20
41725,Ballard,3,5,0.25,11,10
3338,Ballard,3,4,0.5,31,22
9106,Ballard,3,4,0.58,22,16
33949,Ballard,3,4,0.67,32,26
71290,Ballard,3,4,0.75,17,16
64318,Ballard,3,5,0.42,18,12
80658,Ballard,3,5,0,30,10
56653,Ballard,3,4,0.92,35,23
19422,Ballard,3,4,0.33,14,12
87257,Ballard,3,4,0.58,24,17
71002,Ballard,3,5,0.17,18,16
18622,Ballard,3,4,0.83,51,48
86449,Ballard,3,5,0.42,27,24
41726,Ballard,3,5,0.17,40,12
86369,Ballard,3,4,0.08,16,12
41029,Ballard,3,4,0.33,24,22
9106,Ballard,3,4,0.75,22,20
31849,Ballard,3,5,1.17,23,17
18622,Ballard,3,4,0.5,51,30
48450,Ballard,3,4,0.83,24,22
47622,Ballard,3,4,0,18,12
9105,Ballard,3,4,0.75,26,18
9105,Ballard,3,4,1.08,26,18
19485,Ballard,3,4,1.08,30,18
18621,Ballard,3,4,0.58,29,18
31854,Ballard,3,4,0.58,28,24
18621,Ballard,3,4,0.42,29,22
3338,Ballard,3,4,0.67,31,22
86369,Ballard,3,4,0.75,16,14
19494,Ballard,3,4,0.75,18,16
35354,Ballard,3,4,0.42,18,16
87254,Ballard,3,4,0.75,12,1
71574,Ballard,3,5,0.92,16,10
31854,Ballard,3,5,0.75,28,21
19485,Ballard,3,5,0.33,20,13
56654,Ballard,3,5,0.08,28,13
70997,Ballard,3,4,0.17,26,22
19486,Ballard,3,4,0.58,12,11
3337,Ballard,3,4,0.92,24,21
3338,Ballard,3,4,0.33,31,29
9105,Ballard,3,4,0.5,26,24
41726,Ballard,3,4,1,61,49
70397,Ballard,3,4,0.42,12,10
19493,Ballard,3,4,0.83,26,18
41726,Ballard,3,4,0.67,61,25
64318,Ballard,3,4,0.08,27,1
80658,Ballard,3,4,0.08,45,29
64317,Ballard,3,5,0.5,16,12
80657,Ballard,3,5,0.17,18,10
31850,Ballard,3,5,0.17,19,13
87261,Ballard,3,4,0.08,34,10
70997,Ballard,3,4,0.25,26,18
35486,Ballard,3,4,0.25,42,34
70997,Ballard,3,5,0.92,13,12
3337,Ballard,3,4,0.83,24,20
33950,Ballard,3,4,0.25,20,16
12690,Ballard,3,4,0.75,22,18
41029,Ballard,3,4,0.67,24,18
31850,Ballard,3,5,1.17,19,10
13045,Ballard,3,4,0.75,27,13
41030,Ballard,3,4,0.42,56,36
64318,Ballard,3,4,0.17,27,10
71290,Ballard,3,4,0.08,17,13
35682,Ballard,3,5,1,38,34
35354,Ballard,3,4,0.17,18,16
87286,Ballard,3,4,0.67,24,11
80657,Ballard,3,4,0.08,18,14
80658,Ballard,3,5,0.33,30,27
31849,Ballard,3,4,0.92,69,67
3342,Ballard,3,4,0.83,15,10
64322,Ballard,3,4,0.67,18,13
9142,Ballard,3,5,0.58,26,19
9141,Ballard,3,5,0.42,30,27
48450,Ballard,3,5,1,18,15
48450,Ballard,3,5,0.83,18,13
70997,Ballard,3,4,0.42,26,18
47622,Ballard,3,4,0.25,18,12
9106,Ballard,3,4,0.17,22,18
71574,Ballard,3,4,1.08,24,16
19485,Ballard,3,5,1.08,20,12
79313,Ballard,3,4,0.92,34,32
87257,Ballard,3,5,0.83,16,14
87258,Ballard,3,5,0.75,12,11
64317,Ballard,3,5,0.33,16,14
86450,Ballard,3,5,0.08,32,23
18618,Ballard,3,5,0,27,14
48450,Ballard,3,5,1.08,18,11
56654,Ballard,3,4,0.08,30,21
86450,Ballard,3,4,0.58,43,27
64322,Ballard,3,4,0.25,18,10
71574,Ballard,3,5,0.83,16,11
26502,Ballard,3,4,0.58,12,10
41029,Ballard,3,4,0,24,14
87281,Ballard,3,4,0.92,24,22
87258,Ballard,3,4,0.83,18,11
18622,Ballard,3,4,1.08,51,44
18622,Ballard,3,5,0.92,34,23
19485,Ballard,3,5,0.42,20,17
18621,Ballard,3,5,0,20,11
48450,Ballard,3,5,0.92,18,13
47622,Ballard,3,4,0.75,18,14
9106,Ballard,3,4,0.33,22,18
87285,Ballard,3,4,0.67,18,14
31853,Ballard,3,5,1.17,42,40
35681,Ballard,3,5,1.08,29,27
70397,Ballard,3,4,0.92,12,10
35354,Ballard,3,4,1,18,12
35354,Ballard,3,4,0.08,18,16
87286,Ballard,3,4,1.08,24,19
64317,Ballard,3,4,1,24,20
87254,Ballard,3,4,0.17,12,0
13045,Ballard,3,5,0.08,18,15
87281,Ballard,3,5,0.25,16,11
87282,Ballard,3,4,0.17,18,16
87285,Ballard,3,4,0.42,18,16
87286,Ballard,3,4,0.75,24,19
70997,Ballard,3,5,1.08,13,10
86449,Ballard,3,4,1.08,43,40
48213,Ballard,3,4,0.75,15,14
35682,Ballard,3,4,0.67,57,28
19482,Ballard,3,5,1,20,14
86449,Ballard,3,5,0.67,27,25
9142,Ballard,3,5,0.33,26,25
3337,Ballard,3,5,0.75,16,15
33950,Ballard,3,4,0.42,20,16
87286,Ballard,3,4,0.58,24,13
13045,Ballard,3,4,0.17,27,22
56654,Ballard,3,5,0.25,28,23
31849,Ballard,3,5,0.5,23,18
12690,Ballard,3,4,0.08,22,20
35486,Ballard,3,4,1.08,42,34
18622,Ballard,3,5,0.83,34,30
63630,Ballard,3,5,0.08,19,10
19485,Ballard,3,5,0.5,20,15
19485,Ballard,3,5,0.17,20,18
87282,Ballard,3,5,0.25,12,11
9114,Ballard,3,4,0.25,12,11
80658,Ballard,3,5,1.08,30,23
19485,Ballard,3,5,0.75,20,15
